hv/channel.c 
net/wireless/wl12xx/spi.c 1
net/wireless/wl12xx/boot.c 1
net/wireless/wl12xx/main.c 2
net/wireless/wl12xx/sdio_test.c 1
net/wireless/atmel.c 1
net/wireless/libertas/cfg.c 1
net/wireless/libertas/if_sdio.c 1
net/wireless/libertas/debugfs.c 5
net/wireless/libertas/if_spi.c 1
net/wireless/libertas/main.c 1
net/wireless/orinoco/hermes.c 2
net/wireless/orinoco/orinoco_pci.c 7
net/wireless/orinoco/orinoco_plx.c 1
net/wireless/orinoco/orinoco_tmd.c 1
net/wireless/zd1211rw/zd_mac.c 1
net/wireless/rndis_wlan.c 1
net/wireless/libertas_tf/main.c 1
net/wireless/ipw2x00/ipw2100.c 1
net/wireless/ipw2x00/ipw2200.c 4
net/wireless/brcm80211/brcmfmac/dhd_linux.c 3
net/wireless/brcm80211/brcmfmac/wl_cfg80211.c 1
net/wireless/brcm80211/brcmfmac/dhd_sdio.c 1
net/wireless/brcm80211/brcmsmac/phy/phy_lcn.c 2
net/wireless/brcm80211/brcmsmac/phy/phy_qmath.c 2
net/wireless/brcm80211/brcmsmac/nicpci.c 1
net/wireless/brcm80211/brcmsmac/dma.c 1
net/wireless/brcm80211/brcmsmac/mac80211_if.c 2
net/wireless/brcm80211/brcmsmac/srom.c 1
net/wireless/brcm80211/brcmutil/utils.c 1
net/wireless/prism54/islpci_eth.c 2
net/wireless/prism54/islpci_mgt.c 1
net/wireless/prism54/isl_ioctl.c 1
net/wireless/prism54/oid_mgt.c 1
net/vmxnet3/vmxnet3_drv.c 1
mtd/ubi/wl.c 5
mtd/ubi/eba.c 8
mtd/ubi/scan.c 2
mtd/maps/vmax301.c 7
mtd/maps/octagon-5066.c 2
mtd/maps/pcmciamtd.c 2
mtd/maps/pxa2xx-flash.c 2
mtd/maps/sbc_gxx.c 1
mtd/nand/gpmi-nand/gpmi-lib.c 2
mtd/nand/orion_nand.c 3
mtd/nand/cs553x_nand.c 3
mtd/nand/diskonchip.c 1
mtd/nand/nand_base.c 2
mtd/nand/r852.c 1
mtd/nand/alauda.c 1
mtd/nand/omap2.c 4
mtd/nand/mpc5121_nfc.c 1
mtd/nand/nand_bbt.c 4
mtd/devices/slram.c 1
mtd/devices/doc2000.c 2
mtd/devices/doc2001.c 6
mtd/devices/block2mtd.c 2
mtd/devices/lart.c 3
mtd/devices/doc2001plus.c 1
mtd/devices/sst25l.c 2
mtd/devices/m25p80.c 1
mtd/devices/pmc551.c 1
mtd/ar7part.c 4
mtd/inftlcore.c 2
mtd/chips/cfi_cmdset_0001.c 4
mtd/chips/cfi_cmdset_0002.c 3
mtd/chips/cfi_cmdset_0020.c 3
mtd/ftl.c 1
mtd/mtd_blkdevs.c 2
mtd/lpddr/lpddr_cmds.c 1
mtd/tests/mtd_stresstest.c 2
mtd/tests/mtd_torturetest.c 1
mtd/ofpart.c 2
mtd/mtdchar.c 1
mtd/mtdcore.c 2
mtd/nftlcore.c 1
mtd/mtdpart.c 4
mtd/mtdswap.c 1
pci/pcie/aer/aerdrv_core.c 3
pci/pcie/aer/aer_inject.c 1
pci/pcie/aspm.c 1
pci/pci.c 2
pci/xen-pcifront.c 7
pci/pci-acpi.c 2
pci/search.c 2
pci/quirks.c 1
pci/pci-stub.c 2
pci/hotplug/cpqphp_core.c 1
pci/hotplug/cpqphp_ctrl.c 15
pci/hotplug/acpiphp_glue.c 15
pci/hotplug/ibmphp_hpc.c 1
pci/hotplug/ibmphp_pci.c 3
pci/hotplug/ibmphp_core.c 2
pci/pci-driver.c 2
pci/probe.c 1
ps3/ps3-sys-manager.c 3
ps3/ps3-lpm.c 2
ps3/ps3-vuart.c 2
pnp/interface.c 1
pnp/card.c 1
pnp/core.c 4
pnp/driver.c 1
pnp/manager.c 2
pnp/isapnp/compat.c 2
pnp/quirks.c 3
pnp/pnpacpi/rsparser.c 1
pnp/pnpbios/core.c 1
rtc/rtc-tx4939.c 2
rtc/rtc-tegra.c 1
rtc/rtc-msm6242.c 2
spi/spi-stmp.c 1
spi/spi-omap2-mcspi.c 1
